"block","genotype","id","location","sd","hd","heading","heading_jd","maturity","gfp","yield","tstwt","tkw","hght","soil","asparagine","glutamine","glycine","Lysine","proline","protein","moisture","mean_DL","mean_PP","mean_Rad","mean_SWE","mean_Tmax","mean_Tmin","mean_VPD","mean_Tmean","mean_ET0_HS","mean_DT","mean_TT","total_GDD","total_PP","total_Tmean","HTC"
2,"g2","OAC Virgo","pn",2022-10-02,2023-07-31,"6/4/2023",156,192,36,8.12,77.5,42.35,84.79,"harriston_silt_loam",862.0078529,86.00429625,42.09174269,47.23332578,46.31674832,12.51507,11.08,15.2170160660661,3.44864864864865,19.672002132773,0,23.5581081081081,12.1783783783784,1.44037945945946,17.8682432432432,4.85790278317121,11.3797297297297,12.8682432432432,476.125,127.6,661.125,1.93004348648138
3,"g2","OAC Virgo","pn",2022-10-02,2023-07-31,"6/4/2023",155,190,34,7.16,76.8,41.9,78.38,"harriston_silt_loam",732.2367242,78.65122469,36.33463906,36.08816286,47.64421334,11.62113,11.08,15.222125308642,3.37972222222222,19.6125535482944,0,23.4002777777778,12.0711111111111,1.43368388888889,17.7356944444444,4.83014246755968,11.3291666666667,12.7356944444444,458.485,121.67,638.485,1.9056046735632
4,"g2","OAC Virgo","pn",2022-10-02,2023-07-31,"6/4/2023",155,190,35,6.25,76.8,41.9,68.6,"harriston_silt_loam",886.3141239,95.67598164,44.61607196,51.91246919,55.79424301,12.3013,11.04,15.222125308642,3.37972222222222,19.6125535482944,0,23.4002777777778,12.0711111111111,1.43368388888889,17.7356944444444,4.83014246755968,11.3291666666667,12.7356944444444,458.485,121.67,638.485,1.9056046735632
1,"g3","OAC Moon","pn",2022-10-02,2023-07-31,"6/4/2023",156,193,37,6.83,76.07,41.41,79.75,"harriston_silt_loam",616.2928725,88.59157063,35.7266968,10,45.89998727,12.08753,11.37,15.2123779239766,4.86105263157895,19.6417526993,0,23.5307894736842,12.1257894736842,1.43515657894737,17.8282894736842,4.85630707164079,11.405,12.8282894736842,487.475,184.72,677.475,2.72659507730913
2,"g3","OAC Moon","pn",2022-10-02,2023-07-31,"6/4/2023",155,192,37,6.6,75.38,38.73,79.19,"harriston_silt_loam",533.8675791,61.713151,30.3166883,10,39.76134748,12.7094,11.42,15.2143155701754,3.35789473684211,19.7969358973237,0,23.5481578947368,12.0763157894737,1.43127184210526,17.8122368421053,4.86795908803429,11.4718421052632,12.8122368421053,486.865,127.6,676.865,1.88516173830823
3,"g3","OAC Moon","pn",2022-10-02,2023-07-31,"6/4/2023",156,192,36,6.83,75.14,39.4,78.23,"harriston_silt_loam",544.621686,61.48589173,32.01992076,10,38.71945073,12.14583,11.25,15.2170160660661,3.44864864864865,19.672002132773,0,23.5581081081081,12.1783783783784,1.44037945945946,17.8682432432432,4.85790278317121,11.3797297297297,12.8682432432432,476.125,127.6,661.125,1.93004348648138
4,"g3","OAC Moon","pn",2022-10-02,2023-07-31,"6/4/2023",156,190,34,7.58,72.4,27.5,80.82,"harriston_silt_loam",625.1506708,101.0975499,31.12937195,10,46.00354272,11.85433,11.21,15.2252032539683,3.47628571428571,19.4752126443686,0,23.4065714285714,12.1788571428571,1.44338085714286,17.7927142857143,4.81843104183372,11.2277142857143,12.7927142857143,447.745,121.67,622.745,1.95376919927097
1,"g1","OAC Constellation","oa",2022-09-29,2023-07-24,"6/4/2023",162,195,33,1.19,80.92,42.17,57.5,"sandy_loam",460.074,44.4055,26.9703,38.8575,28.9343,13.3507,11.27,15.3900437908497,3.985,19.3198667200265,0,26.7955882352941,15.5717647058824,1.78275882352941,21.1836764705882,5.28148347090141,11.2238235294118,16.1836764705882,550.245,135.49,720.245,1.8811654367611
2,"g1","OAC Constellation","oa",2022-09-29,2023-07-24,"6/4/2023",155,186,31,6.15,80.06,39.31,65.5,"sandy_loam",635.6124,40.1845,25.1413,37.6352,38.1535,11.50453,11.34,15.4180717881944,3.485625,19.1393668879344,0,25.073125,13.7184375,1.59494,19.39578125,5.07675701831693,11.3546875,14.39578125,460.665,111.54,620.665,1.79710471832631
3,"g1","OAC Constellation","oa",2022-09-29,2023-07-24,"6/4/2023",154,186,32,7.42,79.42,36.93,64.5,"sandy_loam",656.1,44.9367,26.0893,39.6994,39.4008,11.75717,11.36,15.4135956228956,3.38,19.1103850246758,0,24.9787878787879,13.6457575757576,1.58721121212121,19.3122727272727,5.06014997863798,11.3330303030303,14.3122727272727,472.305,111.54,637.305,1.75018240873679
4,"g1","OAC Constellation","oa",2022-09-29,2023-07-24,"6/4/2023",156,186,30,6.8,81.03,41.46,67.5,"sandy_loam",584.5984,42.1984,20.9623,36.3905,35.8688,10.7855,11.3,15.4221568996416,3.59806451612903,18.9064338757387,0,25.13,13.9870967741935,1.61819161290323,19.5585483870968,5.06318522681835,11.1429032258065,14.5585483870968,451.315,111.54,606.315,1.8396378120284
1,"g2","OAC Virgo","oa",2022-09-29,2023-07-24,"6/3/2023",154,190,36,6.45,79.05,41.6,65.5,"sandy_loam",534.622306,35.36910549,40.67048927,15.35364361,45.48691831,11.34907,11.52,15.4024834084084,3.09324324324324,19.0999087375297,0,25.4405405405405,14.1932432432432,1.64914972972973,19.8168918918919,5.10334863041984,11.2472972972973,14.8168918918919,548.225,114.45,733.225,1.56091240751475
2,"g2","OAC Virgo","oa",2022-09-29,2023-07-24,"6/3/2023",154,186,32,8.06,79.53,36.98,68.5,"sandy_loam",547.5942149,39.35035857,35.96055659,18.49361385,37.80467831,11.1353,11.5,15.4135956228956,3.38,19.1103850246758,0,24.9787878787879,13.6457575757576,1.58721121212121,19.3122727272727,5.06014997863798,11.3330303030303,14.3122727272727,472.305,111.54,637.305,1.75018240873679
3,"g2","OAC Virgo","oa",2022-09-29,2023-07-24,"6/3/2023",153,186,33,7.43,78.39,38.61,72.5,"sandy_loam",588.0095661,40.65935511,36.71481143,25.69295645,40.95360899,10.8438,11.47,15.408731127451,3.28058823529412,19.21049230025,0,25.1714705882353,13.7217647058824,1.59440705882353,19.4466176470588,5.10421275484765,11.4497058823529,14.4466176470588,491.185,111.54,661.185,1.68697112003448
4,"g2","OAC Virgo","oa",2022-09-29,2023-07-24,"6/3/2023",154,186,32,7.07,80,41.07,70.5,"sandy_loam",532.6291125,38.4919067,32.31890237,27.53724831,41.83569394,10.29967,11.49,15.4135956228956,3.38,19.1103850246758,0,24.9787878787879,13.6457575757576,1.58721121212121,19.3122727272727,5.06014997863798,11.3330303030303,14.3122727272727,472.305,111.54,637.305,1.75018240873679
1,"g3","OAC Moon","oa",2022-09-29,2023-07-24,"6/3/2023",154,186,32,7.66,78.85,34.01,73.5,"sandy_loam",617.2342748,143.13661,41.03751063,41.19067723,83.89979455,10.29967,11.35,15.4135956228956,3.38,19.1103850246758,0,24.9787878787879,13.6457575757576,1.58721121212121,19.3122727272727,5.06014997863798,11.3330303030303,14.3122727272727,472.305,111.54,637.305,1.75018240873679
2,"g3","OAC Moon","oa",2022-09-29,2023-07-24,"6/3/2023",154,188,34,7.07,77.17,31.48,66.5,"sandy_loam",687.7401238,154.5581744,45.07378538,38.34675431,92.40283944,12.1847,11.29,15.4088317460317,3.27,19.0635325767171,0,25.3248571428571,13.9857142857143,1.62678628571429,19.6552857142857,5.10648970342497,11.3391428571429,14.6552857142857,512.935,114.45,687.935,1.66367462042199
3,"g3","OAC Moon","oa",2022-09-29,2023-07-24,"6/3/2023",153,190,37,10.15,78.17,31.68,79,"sandy_loam",578.4265324,96.20228512,48.0294371,40.19605722,88.55368517,12.0098,11.43,15.3984233918129,3.01184210526316,19.1897540969158,0,25.6007894736842,14.2468421052632,1.65395815789474,19.9238157894737,5.14163641303424,11.3539473684211,14.9238157894737,567.105,114.45,757.105,1.51167935755278
4,"g3","OAC Moon","oa",2022-09-29,2023-07-24,"6/3/2023",155,188,33,7.73,77.29,33.23,74.5,"sandy_loam",660.7277729,135.4838191,40.71657338,41.24363546,86.91119353,11.09643,11.42,15.4129044934641,3.36617647058824,19.0894316113147,0,25.4238235294118,14.0641176470588,1.63522441176471,19.7439705882353,5.12348279149889,11.3597058823529,14.7439705882353,501.295,114.45,671.295,1.70491363707461
1,"g1","OAC Constellation","wr",2022-09-30,2023-07-23,"6/3/2023",154,190,36,9.35,75.15,33.55,82.5,"clay_loam",521.1999,23.5452,27.7968,52.1608,25.0518,10.9021,10.98,15.3662334084084,2.26837837837838,18.3655554901486,0,25.1694594594595,14.0767567567568,1.63342837837838,19.6231081081081,5.04671985027171,11.0927027027027,14.6231081081081,541.055,83.93,726.055,1.15597303234603
2,"g1","OAC Constellation","wr",2022-09-30,2023-07-23,"6/3/2023",154,190,36,9.65,75.55,32.85,92.5,"clay_loam",538.2463,31.1324,27.1093,41.4854,24.5433,10.8438,11.14,15.3662334084084,2.26837837837838,18.3655554901486,0,25.1694594594595,14.0767567567568,1.63342837837838,19.6231081081081,5.04671985027171,11.0927027027027,14.6231081081081,541.055,83.93,726.055,1.15597303234603
3,"g1","OAC Constellation","wr",2022-09-30,2023-07-23,"6/3/2023",154,190,36,9.55,75.85,32.4,85,"clay_loam",565.0894,32.8573,25.3155,39.9485,26.9281,11.32963,11.05,15.3662334084084,2.26837837837838,18.3655554901486,0,25.1694594594595,14.0767567567568,1.63342837837838,19.6231081081081,5.04671985027171,11.0927027027027,14.6231081081081,541.055,83.93,726.055,1.15597303234603
4,"g1","OAC Constellation","wr",2022-09-30,2023-07-23,"6/3/2023",154,190,36,9.55,75.85,32.4,85,"clay_loam",588.0376,28.9994,27.3203,44.3561,25.9045,11.52397,11.11,15.3662334084084,2.26837837837838,18.3655554901486,0,25.1694594594595,14.0767567567568,1.63342837837838,19.6231081081081,5.04671985027171,11.0927027027027,14.6231081081081,541.055,83.93,726.055,1.15597303234603
1,"g2","OAC Virgo","wr",2022-09-30,2023-07-23,"6/3/2023",154,191,38,9.35,74.95,30.6,87.5,"clay_loam",516.4087213,36.14328946,42.03627381,44.78949152,33.68296967,10.97983,11.65,15.3625165204678,2.29789473684211,18.2085582275947,0,25.1971052631579,14.1994736842105,1.64730368421053,19.6982894736842,5.03014687445961,10.9976315789474,14.6982894736842,558.535,87.32,748.535,1.16654531852218
2,"g2","OAC Virgo","wr",2022-09-30,2023-07-23,"6/3/2023",153,192,39,9.3,73,29.35,95,"clay_loam",512.7960783,45.30330186,42.21124825,41.45966339,38.48757302,10.88267,11.49,15.3548005555556,2.24275,18.31922440625,0,25.45275,14.30475,1.657511,19.87875,5.0862906344423,11.148,14.87875,595.15,89.71,795.15,1.12821480223857
3,"g2","OAC Virgo","wr",2022-09-30,2023-07-23,"6/3/2023",154,190,36,8.4,74.8,29.3,90,"clay_loam",471.5682332,43.20780381,37.58974448,34.8052849,33.51924306,10.92153,11.49,15.3662334084084,2.26837837837838,18.3655554901486,0,25.1694594594595,14.0767567567568,1.63342837837838,19.6231081081081,5.04671985027171,11.0927027027027,14.6231081081081,541.055,83.93,726.055,1.15597303234603
4,"g2","OAC Virgo","wr",2022-09-30,2023-07-23,"6/3/2023",154,190,36,8.25,74.35,29.15,87.5,"clay_loam",532.400986,42.87853266,40.82701357,27.53998438,39.2325466,11.21303,11.41,15.3662334084084,2.26837837837838,18.3655554901486,0,25.1694594594595,14.0767567567568,1.63342837837838,19.6231081081081,5.04671985027171,11.0927027027027,14.6231081081081,541.055,83.93,726.055,1.15597303234603
1,"g3","OAC Moon","wr",2022-09-30,2023-07-23,"6/3/2023",153,193,40,10,74.3,29.25,82.5,"clay_loam",579.2291998,103.4359187,45.88055955,40.39893304,70.69952664,11.66,11.51,15.3505157859079,2.39048780487805,18.2980707803537,0,25.4917073170732,14.3307317073171,1.65966536585366,19.9112195121951,5.09196222348492,11.1609756097561,14.9112195121951,611.36,98.01,816.36,1.20057327649566
2,"g3","OAC Moon","wr",2022-09-30,2023-07-23,"6/3/2023",154,192,38,9.8,73.1,28.05,85,"clay_loam",549.5231362,97.21474506,48.95792304,42.662105,65.63464369,11.27133,11.6,15.3584155270655,2.30025641025641,18.1862984031744,0,25.3197435897436,14.2938461538462,1.65755358974359,19.8067948717949,5.05003724533974,11.0258974358974,14.8067948717949,577.465,89.71,772.465,1.16134711605057
3,"g3","OAC Moon","wr",2022-09-30,2023-07-23,"6/3/2023",154,192,38,8.95,72,25.9,82.5,"clay_loam",530.5883012,93.66116848,46.62266844,39.35095254,65.35082082,10.22193,11.48,15.3584155270655,2.30025641025641,18.1862984031744,0,25.3197435897436,14.2938461538462,1.65755358974359,19.8067948717949,5.05003724533974,11.0258974358974,14.8067948717949,577.465,89.71,772.465,1.16134711605057
4,"g3","OAC Moon","wr",2022-09-30,2023-07-23,"6/3/2023",153,190,37,9.35,73.25,26.3,82.5,"clay_loam",495.17901,83.99334904,45.39065624,47.30294626,63.29674555,11.81547,11.34,15.3622224415205,2.20868421052632,18.5007603068868,0,25.3134210526316,14.0939473684211,1.63401842105263,19.7036842105263,5.08496861235515,11.2194736842105,14.7036842105263,558.74,83.93,748.74,1.12094986243556
